0.84147,0,1
0.9093,0.69315,4
0.14112,1.0986,9
-0.7568,1.3863,16
-0.95892,1.6094,25
-0.27942,1.7918,36
0.65699,1.9459,49
0.98936,2.0794,64
0.41212,2.1972,81
-0.54402,2.3026,100
-0.99999,2.3979,121
-0.53657,2.4849,144
0.42017,2.5649,169
0.99061,2.6391,196
0.65029,2.7081,225
-0.2879,2.7726,256
-0.9614,2.8332,289
-0.75099,2.8904,324
0.14988,2.9444,361
0.91295,2.9957,400
0.83666,3.0445,441
-0.0088513,3.091,484
-0.84622,3.1355,529
-0.90558,3.1781,576
-0.13235,3.2189,625
0.76256,3.2581,676
0.95638,3.2958,729
0.27091,3.3322,784
-0.66363,3.3673,841
-0.98803,3.4012,900
-0.40404,3.434,961
0.55143,3.4657,1024
0.99991,3.4965,1089
0.52908,3.5264,1156
-0.42818,3.5553,1225
-0.99178,3.5835,1296
-0.64354,3.6109,1369
0.29637,3.6376,1444
0.9638,3.6636,1521
0.74511,3.6889,1600
-0.15862,3.7136,1681
-0.91652,3.7377,1764
-0.83177,3.7612,1849
0.017702,3.7842,1936
0.8509,3.8067,2025
0.90179,3.8286,2116
0.12357,3.8501,2209
-0.76825,3.8712,2304
-0.95375,3.8918,2401
-0.26237,3.912,2500
0.67023,3.9318,2601
0.98663,3.9512,2704
0.39593,3.9703,2809
-0.55879,3.989,2916
-0.99976,4.0073,3025
-0.52155,4.0254,3136
0.43616,4.0431,3249
0.99287,4.0604,3364
0.63674,4.0775,3481
-0.30481,4.0943,3600
-0.96612,4.1109,3721
-0.73918,4.1271,3844
0.16736,4.1431,3969
0.92003,4.1589,4096
0.82683,4.1744,4225
-0.026551,4.1897,4356
-0.85552,4.2047,4489
-0.89793,4.2195,4624
-0.11478,4.2341,4761
0.77389,4.2485,4900
0.95105,4.2627,5041
0.25382,4.2767,5184
-0.67677,4.2905,5329
-0.98515,4.3041,5476
-0.38778,4.3175,5625
0.56611,4.3307,5776
0.99952,4.3438,5929
0.51398,4.3567,6084
-0.44411,4.3694,6241
-0.99389,4.382,6400
-0.62989,4.3944,6561
0.31323,4.4067,6724
0.96836,4.4188,6889
0.73319,4.4308,7056
-0.17608,4.4427,7225
-0.92346,4.4543,7396
-0.82182,4.4659,7569
0.035398,4.4773,7744
0.86007,4.4886,7921
0.894,4.4998,8100
0.10599,4.5109,8281
-0.77947,4.5218,8464
-0.94828,4.5326,8649
-0.24525,4.5433,8836
0.68326,4.5539,9025
0.98359,4.5643,9216
0.37961,4.5747,9409
-0.57338,4.585,9604
-0.99921,4.5951,9801
-0.50637,4.6052,10000
0.45203,4.6151,10201
0.99483,4.625,10404
0.62299,4.6347,10609
-0.32162,4.6444,10816
-0.97054,4.654,11025
-0.72714,4.6634,11236
0.18478,4.6728,11449
0.92682,4.6821,11664
0.81674,4.6913,11881
-0.044243,4.7005,12100
-0.86455,4.7095,12321
-0.89,4.7185,12544
-0.097182,4.7274,12769
0.78498,4.7362,12996
0.94544,4.7449,13225
0.23666,4.7536,13456
-0.6897,4.7622,13689
-0.98195,4.7707,13924
-0.3714,4.7791,14161
0.58061,4.7875,14400
0.99882,4.7958,14641
0.49871,4.804,14884
-0.4599,4.8122,15129
-0.99569,4.8203,15376
-0.61604,4.8283,15625
0.32999,4.8363,15876
0.97263,4.8442,16129
0.72104,4.852,16384
-0.19347,4.8598,16641
-0.93011,4.8675,16900
-0.8116,4.8752,17161
0.053084,4.8828,17424
0.86897,4.8903,17689
0.88592,4.8978,17956
0.088369,4.9053,18225
-0.79043,4.9127,18496
-0.94251,4.92,18769
-0.22805,4.9273,19044
0.69608,4.9345,19321
0.98024,4.9416,19600
0.36317,4.9488,19881
-0.5878,4.9558,20164
-0.99835,4.9628,20449
-0.49102,4.9698,20736
0.46775,4.9767,21025
0.99647,4.9836,21316
0.60904,4.9904,21609
-0.33833,4.9972,21904
-0.97465,5.0039,22201
-0.71488,5.0106,22500
0.20215,5.0173,22801
0.93332,5.0239,23104
0.8064,5.0304,23409
-0.06192,5.037,23716
-0.87331,5.0434,24025
-0.88178,5.0499,24336
-0.079549,5.0562,24649
0.79582,5.0626,24964
0.93952,5.0689,25281
0.21943,5.0752,25600
-0.70241,5.0814,25921
-0.97845,5.0876,26244
-0.35491,5.0938,26569
0.59493,5.0999,26896
0.9978,5.1059,27225
0.48329,5.112,27556
-0.47555,5.118,27889
-0.99717,5.124,28224
-0.602,5.1299,28561
0.34665,5.1358,28900
0.97659,5.1417,29241
0.70866,5.1475,29584
-0.21081,5.1533,29929
-0.93646,5.1591,30276
-0.80113,5.1648,30625
0.070752,5.1705,30976
0.87759,5.1761,31329
0.87758,5.1818,31684
0.070722,5.1874,32041
-0.80115,5.193,32400
-0.93645,5.1985,32761
-0.21078,5.204,33124
0.70868,5.2095,33489
0.97658,5.2149,33856
0.34662,5.2204,34225
-0.60202,5.2257,34596
-0.99717,5.2311,34969
-0.47552,5.2364,35344
0.48332,5.2417,35721
0.9978,5.247,36100
0.59491,5.2523,36481
-0.35494,5.2575,36864
-0.97846,5.2627,37249
-0.70239,5.2679,37636
0.21945,5.273,38025
0.93953,5.2781,38416
0.79581,5.2832,38809
-0.079579,5.2883,39204
-0.8818,5.2933,39601
-0.8733,5.2983,40000
-0.06189,5.3033,40401
0.80642,5.3083,40804
0.93331,5.3132,41209
0.20212,5.3181,41616
-0.7149,5.323,42025
-0.97464,5.3279,42436
-0.33831,5.3327,42849
0.60907,5.3375,43264
0.99647,5.3423,43681
0.46772,5.3471,44100
-0.49105,5.3519,44521
-0.99835,5.3566,44944
-0.58777,5.3613,45369
0.3632,5.366,45796
0.98025,5.3706,46225
0.69606,5.3753,46656
-0.22808,5.3799,47089
-0.94252,5.3845,47524
-0.79041,5.3891,47961
0.088399,5.3936,48400
0.88594,5.3982,48841
0.86895,5.4027,49284
0.053053,5.4072,49729
-0.81162,5.4116,50176
-0.93009,5.4161,50625
-0.19344,5.4205,51076
0.72106,5.425,51529
0.97262,5.4293,51984
0.32996,5.4337,52441
-0.61606,5.4381,52900
-0.99568,5.4424,53361
-0.45988,5.4467,53824
0.49874,5.451,54289
0.99882,5.4553,54756
0.58059,5.4596,55225
-0.37143,5.4638,55696
-0.98196,5.4681,56169
-0.68968,5.4723,56644
0.23669,5.4765,57121
0.94545,5.4806,57600
0.78496,5.4848,58081
-0.097212,5.4889,58564
-0.89001,5.4931,59049
-0.86454,5.4972,59536
-0.044213,5.5013,60025
0.81676,5.5053,60516
0.92681,5.5094,61009
0.18475,5.5134,61504
-0.72716,5.5175,62001
-0.97053,5.5215,62500
